Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.19.19.172-172.31.2.3-60243-8080-6,172.31.2.3,8080,172.19.19.172,60243,6,22/04/2019 10:30:35 PM,99,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20202.020202020205,99.0,0.0,99.0,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10101.010101010103,10101.010101010103,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,912,0,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60276-8080-6,172.19.19.172,60276,172.31.2.3,8080,6,22/04/2019 10:30:33 PM,2244192,8,12,2319.0,3645.0,1397.0,0.0,289.875,484.0889639312179,1460.0,0.0,303.75,554.3538622084765,2657.526628737648,8.911893456531349,118115.36842105263,199173.31919969452,476450.0,24.0,2243231.0,320461.5714285714,223774.86032160177,516957.0,184.0,1860119.0,169101.72727272726,233377.26156979857,476450.0,49.0,0,0,0,0,160,264,3.5647573826125396,5.347136073918809,0.0,1460.0,284.00000000000006,505.2918958384351,255319.89999999997,0,1,0,0,0,0,0,0,1.0,298.2,289.875,303.75,0,0,0,0,0,0,8,2319,12,3645,-1,987,4,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60276-8080-6,172.31.2.3,8080,172.19.19.172,60276,6,22/04/2019 10:30:35 PM,126,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15873.015873015873,126.0,0.0,126.0,126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7936.507936507936,7936.507936507936,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,987,0,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60274-8080-6,172.19.19.172,60274,172.31.2.3,8080,6,22/04/2019 10:30:33 PM,4512258,11,17,2277.0,7650.0,1214.0,0.0,207.0,371.3806672405014,1460.0,0.0,450.0,604.2951472583575,2200.00718044048,6.205318933447511,167120.66666666666,645175.9655900087,3341017.0,2.0,4511896.0,451189.6,1029837.9481865851,3341357.0,189.0,4511918.0,281994.875,839510.5624234378,3381028.0,2.0,0,0,0,0,220,364,2.4378038667115223,3.7675150667359887,0.0,1460.0,342.3103448275862,525.6873801746403,276347.22167487687,0,1,0,0,0,0,0,0,1.0,354.5357142857143,207.0,450.0,0,0,0,0,0,0,11,2277,17,7650,-1,988,6,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60274-8080-6,172.31.2.3,8080,172.19.19.172,60274,6,22/04/2019 10:30:37 PM,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285714.28571428574,7.0,0.0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,142857.14285714287,142857.14285714287,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,988,0,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60315-8080-6,172.19.19.172,60315,172.31.2.3,8080,6,22/04/2019 10:32:28 PM,536317,12,18,2147.0,5433.0,1306.0,0.0,178.91666666666669,367.1352137176645,1460.0,0.0,301.83333333333337,553.9301559285781,14133.43227978975,55.937067070407984,18493.689655172413,45645.147209677205,133185.0,2.0,535351.0,48668.272727272735,65922.98158622821,133587.0,38.0,533783.0,31398.999999999993,56731.95994873613,133185.0,2.0,0,0,0,0,240,384,22.374826828163194,33.56224024224479,0.0,1460.0,244.51612903225805,478.5216728611668,228982.99139784955,0,1,0,0,0,0,0,0,1.0,252.66666666666666,178.91666666666666,301.8333333333333,0,0,0,0,0,0,12,2147,18,5433,-1,990,7,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60315-8080-6,172.31.2.3,8080,172.19.19.172,60315,6,22/04/2019 10:32:28 PM,15,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133333.33333333334,15.0,0.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,66666.66666666667,66666.66666666667,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,990,0,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60301-8080-6,172.19.19.172,60301,172.31.2.3,8080,6,22/04/2019 10:32:28 PM,433175,4,5,69.0,105.0,39.0,0.0,17.25,20.254629100529094,47.0,0.0,21.0,20.530465167647808,401.6852311421481,20.776822300455937,54146.875,99240.96974599251,218605.0,73.0,431363.0,143787.6666666667,124371.95401831287,218605.0,218.0,214279.0,53569.75,105087.05402783921,211200.0,792.0,0,1,0,0,80,100,9.234143244647083,11.542679055808854,0.0,47.0,22.1,20.102238681301145,404.1,0,0,0,1,1,0,0,0,1.0,24.555555555555557,17.25,21.0,0,0,0,0,0,0,4,69,5,105,-1,916,2,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60301-8080-6,172.31.2.3,8080,172.19.19.172,60301,6,22/04/2019 10:32:28 PM,865,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3468.208092485549,432.5,311.8340905032675,653.0,212.0,653.0,653.0,0.0,653.0,653.0,0,0,0,0,0,0,0,0,0,40,20,2312.1387283236995,1156.0693641618498,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,915,0,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60318-8080-6,172.19.19.172,60318,172.31.2.3,8080,6,22/04/2019 10:32:28 PM,22583424,7,10,880.0,3416.0,517.0,0.0,125.71428571428571,204.1884050623462,1460.0,0.0,341.6,596.5069059859147,190.22801856795496,0.7527645055063394,1411464.0,5573663.162957733,2.2312403E7,4.0,2.2582687E7,3763781.1666666665,9087040.169422945,2.2312403E7,135.0,231593.0,25732.555555555555,36520.39277619804,78802.0,4.0,0,0,0,0,140,224,0.30996185520849273,0.44280265029784677,0.0,1460.0,238.66666666666669,466.82683525869317,217927.29411764705,0,1,0,0,0,0,0,0,1.0,252.7058823529412,125.71428571428571,341.6,0,0,0,0,0,0,7,880,10,3416,-1,1010,3,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60309-8080-6,172.19.19.172,60309,172.31.2.3,8080,6,22/04/2019 10:32:31 PM,19960763,0,4,0.0,40.0,0,0,0,0,39.0,0.0,10.0,19.339079605813716,2.0039314128422845,0.20039314128422847,6653587.666666666,1.1524067835131193E7,1.9960435E7,99.0,0,0,0,0,0,1.9960763E7,6653587.666666666,1.1524067835131193E7,1.9960435E7,99.0,0,0,0,0,0,80,0.0,0.20039314128422847,0.0,39.0,8.2,17.224981857755324,296.70000000000005,0,0,0,0,1,0,0,0,0.0,10.25,0.0,10.0,0,0,0,0,0,0,0,0,4,40,-1,977,0,0,229.0,0.0,229.0,229.0,1.9960435E7,0.0,1.9960435E7,1.9960435E7,No Label
172.19.19.172-172.31.2.3-60309-8080-6,172.19.19.172,60309,172.31.2.3,8080,6,22/04/2019 10:32:51 PM,96,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20833.333333333332,96.0,0.0,96.0,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10416.666666666666,10416.666666666666,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,4101,0,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.26.42.54-7680-3038-6,172.26.42.54,3038,172.19.19.172,7680,6,22/04/2019 10:33:07 PM,1531,2,3,75.0,0.0,75.0,0.0,37.5,53.033008588991066,0.0,0.0,0.0,0.0,48987.58981058132,3265.8393207054214,382.75,310.51288218043385,657.0,102.0,657.0,657.0,0.0,657.0,657.0,1531.0,765.5,938.3306986345485,1429.0,102.0,0,0,0,0,40,84,1306.3357282821685,1959.5035924232527,0.0,75.0,12.5,30.618621784789728,937.5,0,1,0,0,0,0,0,0,1.0,15.0,37.5,0.0,0,0,0,0,0,0,2,75,3,0,-1,4106,1,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.26.42.54-7680-3038-6,172.26.42.54,3038,172.19.19.172,7680,6,22/04/2019 10:33:07 PM,647,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3091.190108191654,647.0,0.0,647.0,647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1545.595054095827,1545.595054095827,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,2053,0,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60362-8080-6,172.31.2.3,8080,172.19.19.172,60362,6,22/04/2019 10:44:11 PM,4,1,1,0.0,63.0,0.0,0.0,0.0,0.0,63.0,63.0,63.0,0.0,1.575E7,500000.0,4.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,250000.0,250000.0,0.0,63.0,42.0,36.373066958946424,1323.0,0,0,0,1,1,0,0,0,1.0,63.0,0.0,63.0,0,0,0,0,0,0,1,0,1,63,-1,774,0,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60362-8080-6,172.19.19.172,60362,172.31.2.3,8080,6,22/04/2019 10:44:11 PM,167,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11976.047904191617,167.0,0.0,167.0,167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5988.023952095808,5988.023952095808,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,4105,0,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60397-8080-6,172.19.19.172,60397,172.31.2.3,8080,6,22/04/2019 10:44:18 PM,10607300,5,10,863.0,262.0,517.0,0.0,172.6,228.01381537091126,146.0,0.0,26.2,46.00676278790133,106.05903481564583,1.414120464208611,757664.2857142857,2718589.832082814,1.0199645E7,25.0,1.060698E7,2651745.0,5033306.313117254,1.0200218E7,458.0,1.06073E7,1178588.888888889,3384055.032346122,1.0199645E7,52.0,0,0,0,0,100,224,0.471373488069537,0.942746976139074,0.0,517.0,70.3125,142.297209506488,20248.49583333334,0,1,0,0,0,0,0,0,2.0,75.0,172.6,26.2,0,0,0,0,0,0,5,863,10,262,-1,1010,3,0,407313.0,0.0,407313.0,407313.0,1.0199645E7,0.0,1.0199645E7,1.0199645E7,No Label
172.19.19.172-172.31.2.3-60397-8080-6,172.19.19.172,60397,172.31.2.3,8080,6,22/04/2019 10:44:29 PM,1110774,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8005462857430945,1110774.0,0.0,1110774.0,1110774.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.9002731428715472,0.9002731428715472,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,4105,0,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60399-8080-6,172.19.19.172,60399,172.31.2.3,8080,6,22/04/2019 10:44:18 PM,11717035,6,8,871.0,254.0,517.0,0.0,145.16666666666666,216.91419194388058,146.0,0.0,31.75,52.82518338822876,96.01405133636625,1.1948415277414466,901310.3846153846,3085211.5278722933,1.116438E7,72.0,1.1716703E7,2343340.6,4932922.739149357,1.116438E7,278.0,511830.0,73118.57142857142,129475.15691675775,357992.0,260.0,0,0,0,0,120,184,0.51207494046062,0.6827665872808266,0.0,517.0,74.99999999999999,147.5809705115902,21780.14285714286,0,1,0,0,0,0,0,0,1.0,80.35714285714286,145.16666666666666,31.75,0,0,0,0,0,0,6,871,8,254,-1,1010,3,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60392-8080-6,172.19.19.172,60392,172.31.2.3,8080,6,22/04/2019 10:44:18 PM,11723169,7,11,936.0,5611.0,517.0,0.0,133.71428571428572,201.6008550624346,1460.0,0.0,510.09090909090907,649.096827067496,558.4667422264406,1.535421011161743,689598.1764705882,2704395.589175339,1.1181399E7,15.0,1.1722872E7,1953812.0000000002,4521378.312198306,1.1181399E7,1072.0,501146.0,50114.6,77407.82321818499,162924.0,15.0,0,0,0,0,140,244,0.5971081710073445,0.9383128401543985,0.0,1460.0,344.57894736842104,536.886219664369,288246.8128654971,0,1,0,0,0,0,0,0,1.0,363.72222222222223,133.71428571428572,510.09090909090907,0,0,0,0,0,0,7,936,11,5611,-1,1009,3,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60400-8080-6,172.19.19.172,60400,172.31.2.3,8080,6,22/04/2019 10:44:18 PM,11716754,5,7,853.0,191.0,517.0,0.0,170.6,226.71193175481525,152.0,0.0,27.285714285714285,56.882083546327905,89.10317652824324,1.0241744428533706,1065159.4545454546,3480472.677737246,1.1558662E7,57.0,1.1716546E7,2929136.5,5753349.698968796,1.1558874E7,149.0,158092.0,26348.666666666664,45344.532259873034,112991.0,151.0,0,0,0,0,100,164,0.4267393511889044,0.5974350916644661,0.0,517.0,80.3076923076923,155.96441079905838,24324.897435897437,0,1,0,0,0,0,0,0,1.0,87.0,170.6,27.285714285714285,0,0,0,0,0,0,5,853,7,191,-1,1010,3,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60398-8080-6,172.19.19.172,60398,172.31.2.3,8080,6,22/04/2019 10:44:18 PM,11718239,5,7,859.0,191.0,517.0,0.0,171.8,227.48340598821707,152.0,0.0,27.285714285714285,56.882083546327905,89.60390720824178,1.0240446538084775,1065294.4545454544,3480177.1964209913,1.15579E7,60.0,1.1717971E7,2929492.75,5752653.963230443,1.1558186E7,405.0,160339.0,26723.166666666664,45548.88600796584,113676.0,208.0,0,0,0,0,100,164,0.42668527242019894,0.5973593813882785,0.0,517.0,80.76923076923077,156.6280912683257,24532.35897435897,0,1,0,0,0,0,0,0,1.0,87.5,171.8,27.285714285714285,0,0,0,0,0,0,5,859,7,191,-1,1010,3,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60398-8080-6,172.31.2.3,8080,172.19.19.172,60398,6,22/04/2019 10:44:30 PM,644,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3105.590062111801,644.0,0.0,644.0,644.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1552.7950310559006,1552.7950310559006,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1010,0,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60400-8080-6,172.31.2.3,8080,172.19.19.172,60400,6,22/04/2019 10:44:30 PM,736,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2717.391304347826,736.0,0.0,736.0,736.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1358.695652173913,1358.695652173913,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1010,0,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60390-8080-6,172.19.19.172,60390,172.31.2.3,8080,6,22/04/2019 10:44:18 PM,13531049,14,29,4305.0,1727.0,1364.0,0.0,307.5,389.6791086167023,384.0,0.0,59.55172413793103,135.17226739209926,445.78953191286206,3.177876305081742,322167.8333333334,1019780.6264094234,5722649.0,0.0,1.3530751E7,1040827.0,1658715.3112371333,5722649.0,98.0,7768229.0,277436.75000000006,684372.6448205239,2532283.0,0.0,0,0,0,0,280,604,1.0346574016545207,2.1432189034272215,0.0,1364.0,137.0909090909091,267.8663167260184,71752.36363636362,0,1,0,0,0,0,0,0,2.0,140.27906976744185,307.5,59.55172413793103,0,0,0,0,0,0,14,4305,29,1727,-1,707,8,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60390-8080-6,172.31.2.3,8080,172.19.19.172,60390,6,22/04/2019 10:44:32 PM,82,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24390.243902439022,82.0,0.0,82.0,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12195.121951219511,12195.121951219511,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,707,0,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60363-8080-6,172.19.19.172,60363,172.31.2.3,8080,6,22/04/2019 10:44:17 PM,14969536,1,3,0.0,64.0,0.0,0.0,0.0,0.0,63.0,0.0,21.333333333333332,36.08785575970583,4.275349616714907,0.2672093510446817,4989845.333333334,8642101.857815744,1.4968885E7,187.0,0,0,0,0,0,1.4969349E7,7484674.5,1.0584271992755122E7,1.4968885E7,464.0,0,0,0,0,20,60,0.06680233776117042,0.20040701328351126,0.0,63.0,13.0,27.955321496988727,781.5,0,0,0,0,1,0,0,0,3.0,16.25,0.0,21.333333333333332,0,0,0,0,0,0,1,0,3,64,-1,1002,0,0,464.0,0.0,464.0,464.0,1.4968885E7,0.0,1.4968885E7,1.4968885E7,No Label
172.19.19.172-172.31.2.3-60363-8080-6,172.31.2.3,8080,172.19.19.172,60363,6,22/04/2019 10:44:32 PM,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1002,0,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60424-8080-6,172.19.19.172,60424,172.31.2.3,8080,6,22/04/2019 10:47:20 PM,7048580,7,13,1564.0,4193.0,634.0,0.0,223.42857142857144,263.9595026658806,1460.0,0.0,322.53846153846155,532.2107376131838,816.7602552570872,2.8374509475667438,370977.89473684214,1150976.9086514625,4961536.0,7.0,2086738.0,347789.6666666667,477915.89344848815,1286310.0,622.0,7048580.0,587381.6666666666,1437552.2392354894,5003055.0,7.0,0,0,0,0,140,284,0.9931078316483604,1.8443431159183834,0.0,1460.0,274.1428571428572,443.8824490463985,197031.62857142856,0,1,0,0,0,0,0,0,1.0,287.85,223.42857142857142,322.53846153846155,0,0,0,0,0,0,7,1564,13,4193,-1,999,4,0,0,0,0,0,0,0,0,0,No Label
172.19.19.172-172.31.2.3-60425-8080-6,172.19.19.172,60425,172.31.2.3,8080,6,22/04/2019 10:47:20 PM,22860180,6,11,930.0,3982.0,517.0,0.0,155.0,210.42053131764496,1368.0,0.0,362.0,569.9517523440032,214.87144895621995,0.7436511873484811,1428761.25,5228386.7124889875,2.0997377E7,26.0,1862518.0,372503.6,534265.0477106845,1293944.0,551.0,2.286018E7,2286018.0,6600741.687868233,2.1037495E7,61.0,0,0,0,0,120,244,0.26246512494652274,0.4811860624019583,0.0,1368.0,272.8888888888889,467.4736719719391,218531.6339869281,0,1,0,0,0,0,0,0,1.0,288.94117647058823,155.0,362.0,0,0,0,0,0,0,6,930,11,3982,-1,1009,3,0,0,0,0,0,0,0,0,0,No Label
